,timestamp,Terminal,Latency
65,01-10-2021 14:39,Marjorie-c,486.27879400000006
66,01-10-2021 14:45,MY-Abydos,185.471389
67,01-10-2021 15:17,MY-Abydos,644.54245
68,01-10-2021 15:27,MY-FountainHead1,528.473823
69,01-10-2021 15:27,MY-Namaste,48.8825
70,01-10-2021 15:56,MY-Namaste,627.601316
71,01-10-2021 16:10,MY-Namaste,592.629956
72,01-10-2021 16:29,MY-StaySalty,460.221154
73,01-10-2021 16:54,MY-Namaste,437.840904
74,01-10-2021 17:11,MY-FountainHead1,336.85832400000004
75,01-10-2021 17:14,MY-Abydos,131.165292
76,01-10-2021 17:31,MY-Namaste,621.469887
77,01-10-2021 17:35,MY-FountainHead1,453.74483200000003
78,01-10-2021 17:51,MY-FountainHead1,580.101532
79,01-10-2021 17:53,MY-Namaste,273.957609
80,01-10-2021 17:59,MY-Alegria,409.429606
81,01-10-2021 18:22,MY-StaySalty,610.897351
82,01-10-2021 18:49,MY-Namaste,497.88407800000004
83,01-10-2021 18:50,MY-StaySalty,484.828356
84,01-10-2021 19:03,MY-Alegria,216.092789
85,01-10-2021 19:08,MY-Namaste,460.69649699999997
86,01-10-2021 19:15,MY-FountainHead1,519.042766
87,01-10-2021 19:31,MY-Abydos,483.72967800000004
88,01-10-2021 19:41,MY-Namaste,1031.496653
89,01-10-2021 19:43,MY-FountainHead1,442.01571500000006
90,01-10-2021 20:25,MY-StaySalty,641.948512
91,01-10-2021 20:32,MY-StaySalty,438.60118
92,01-10-2021 20:59,MY-Alegria,567.126757
93,01-10-2021 21:10,MY-Abydos,546.511577
94,01-10-2021 21:15,Marjorie-c,761.985028
95,01-10-2021 21:22,MY-Alegria,422.244871
96,01-10-2021 21:29,MY-Namaste,570.689801
97,01-10-2021 21:40,Marjorie-c,434.354436
98,01-10-2021 21:45,MY-StaySalty,767.9134019999999
99,01-10-2021 21:59,MY-Abydos,378.31854300000003
100,01-10-2021 22:55,MY-Alegria,286.445194
101,01-10-2021 23:22,MY-Abydos,183.31993799999998
102,01-10-2021 23:39,MY-FountainHead1,458.818824
103,01-10-2021 23:50,MY-Abydos,274.62164
104,01-10-2021 23:59,MY-Abydos,244.974257
105,02-10-2021 00:00,MY-Abydos,538.944793
106,02-10-2021 01:00,MY-Abydos,352.658565
107,02-10-2021 01:05,MY-Alegria,886.908673
108,02-10-2021 01:35,MY-Namaste,403.97815499999996
109,02-10-2021 01:42,MY-FountainHead1,627.5375740000001
110,02-10-2021 01:42,MY-FountainHead1,884.4624689999999
111,02-10-2021 01:44,MY-Namaste,667.497323
112,02-10-2021 01:53,MY-Alegria,365.6652
113,02-10-2021 01:59,MY-Abydos,167.60859
114,02-10-2021 02:25,MY-Namaste,415.43298500000003
115,02-10-2021 02:28,MY-Namaste,629.05291
116,02-10-2021 02:34,MY-Abydos,430.887215
117,02-10-2021 02:48,MY-StaySalty,362.408721
118,02-10-2021 03:06,MY-Namaste,680.155332
119,02-10-2021 03:09,MY-FountainHead1,703.7532719999999
120,02-10-2021 03:20,MY-StaySalty,454.51742800000005
121,02-10-2021 03:46,MY-StaySalty,620.641611
122,02-10-2021 04:18,MY-Abydos,393.24924
123,02-10-2021 04:51,MY-Alegria,444.900675
124,02-10-2021 04:52,Marjorie-c,658.860095
125,02-10-2021 04:57,MY-FountainHead1,348.118283
126,02-10-2021 05:02,MY-Abydos,525.076466
127,02-10-2021 05:08,MY-Abydos,575.055865
128,02-10-2021 05:13,MY-Namaste,475.53812400000004
129,02-10-2021 05:16,MY-FountainHead1,562.513695
130,02-10-2021 05:40,MY-Alegria,526.394468
131,02-10-2021 05:59,MY-StaySalty,525.7422019999999
132,02-10-2021 06:05,Marjorie-c,568.010827
133,02-10-2021 06:12,MY-StaySalty,519.972394
134,02-10-2021 06:14,Marjorie-c,305.339606
135,02-10-2021 06:42,MY-Namaste,584.9413599999999
136,02-10-2021 06:48,Marjorie-c,747.4816030000001
137,02-10-2021 06:59,MY-Abydos,161.982448
138,02-10-2021 08:16,MY-Namaste,157.670305
139,02-10-2021 08:55,MY-Namaste,481.783866
140,02-10-2021 09:06,MY-Alegria,678.3809190000001
141,02-10-2021 09:40,MY-FountainHead1,733.2407910000001
142,02-10-2021 09:41,MY-Namaste,794.723207
143,02-10-2021 09:56,MY-Abydos,888.707683
144,02-10-2021 10:14,MY-Namaste,568.572668
145,02-10-2021 11:00,MY-StaySalty,662.532361
146,02-10-2021 11:08,Marjorie-c,570.771282
147,02-10-2021 11:23,MY-Namaste,312.052368
148,02-10-2021 11:47,Marjorie-c,424.47652
149,02-10-2021 11:47,MY-FountainHead1,399.54756499999996
150,02-10-2021 12:04,MY-Alegria,504.40359000000007
151,02-10-2021 12:36,MY-FountainHead1,486.190446
152,02-10-2021 12:38,MY-Namaste,561.69429
153,02-10-2021 12:38,MY-Alegria,918.8675400000001
154,02-10-2021 12:42,MY-Alegria,371.535162
155,02-10-2021 14:10,MY-Namaste,571.509587
156,02-10-2021 14:17,MY-Alegria,462.014398
157,02-10-2021 14:34,MY-FountainHead1,436.627389
158,02-10-2021 14:35,MY-Namaste,550.417716
159,02-10-2021 15:29,Marjorie-c,367.282931
160,02-10-2021 16:25,MY-FountainHead1,253.50553599999998
161,02-10-2021 16:40,MY-Abydos,704.8129150000001
162,02-10-2021 17:10,MY-Namaste,494.07981399999994
163,02-10-2021 17:34,MY-Namaste,420.629401
164,02-10-2021 17:58,MY-Alegria,491.91833099999997
165,02-10-2021 18:02,MY-Namaste,391.293142
166,02-10-2021 18:25,MY-Abydos,507.41962800000005
167,02-10-2021 18:26,MY-Abydos,458.62246100000004
168,02-10-2021 18:49,MY-Abydos,392.406264
169,02-10-2021 18:57,Marjorie-c,633.008289
170,02-10-2021 19:23,MY-Alegria,597.467962
171,02-10-2021 20:18,MY-Namaste,586.70981
172,02-10-2021 20:25,MY-StaySalty,362.042297
173,02-10-2021 21:13,MY-Abydos,575.6179599999999
174,02-10-2021 21:47,MY-Abydos,634.829383
175,02-10-2021 22:17,MY-Abydos,420.92000700000006
176,02-10-2021 22:24,MY-StaySalty,694.529445
177,02-10-2021 23:20,Marjorie-c,852.4014710000001
178,02-10-2021 23:25,MY-Alegria,600.979683
179,02-10-2021 23:54,MY-StaySalty,335.71605800000003
180,02-10-2021 23:58,Marjorie-c,540.071846
181,02-10-2021 23:59,MY-FountainHead1,6.676009
182,03-10-2021 00:01,MY-Alegria,750.786213
183,03-10-2021 00:14,MY-FountainHead1,558.000213
184,03-10-2021 00:24,MY-FountainHead1,879.5511789999999
185,03-10-2021 00:33,Marjorie-c,633.8122480000001
186,03-10-2021 00:34,MY-Alegria,492.288552
187,03-10-2021 00:39,MY-FountainHead1,544.098631
188,03-10-2021 00:42,MY-FountainHead1,256.98086
189,03-10-2021 00:51,Marjorie-c,347.754011
190,03-10-2021 01:02,MY-Abydos,523.7972639999999
191,03-10-2021 01:06,MY-Namaste,529.564575
192,03-10-2021 01:30,MY-FountainHead1,466.77747800000003
193,03-10-2021 01:37,MY-Abydos,325.919109
194,03-10-2021 02:15,MY-StaySalty,549.539424
195,03-10-2021 02:18,MY-StaySalty,680.370083
196,03-10-2021 02:20,MY-Alegria,312.807424
197,03-10-2021 02:51,Marjorie-c,365.413521
198,03-10-2021 03:06,MY-Alegria,568.112937
199,03-10-2021 03:35,MY-FountainHead1,619.103365
200,03-10-2021 03:39,MY-Alegria,563.9032070000001
201,03-10-2021 03:51,MY-FountainHead1,869.5527699999999
202,03-10-2021 04:19,MY-Namaste,452.708932
203,03-10-2021 04:25,MY-StaySalty,580.27723
204,03-10-2021 05:13,MY-Abydos,432.123291
205,03-10-2021 05:30,MY-Namaste,619.779901
206,03-10-2021 05:34,MY-FountainHead1,607.085584
207,03-10-2021 06:05,MY-Abydos,521.682078
208,03-10-2021 06:21,Marjorie-c,608.225007
209,03-10-2021 07:08,MY-Namaste,937.2183380000001
210,03-10-2021 07:15,Marjorie-c,503.01447
211,03-10-2021 07:22,MY-Alegria,719.990437
212,03-10-2021 07:27,MY-StaySalty,464.044975
213,03-10-2021 07:27,Marjorie-c,526.6252
214,03-10-2021 07:58,MY-Alegria,930.8326699999999
215,03-10-2021 08:26,MY-Namaste,475.904348
216,03-10-2021 08:44,MY-Alegria,724.50541
217,03-10-2021 08:54,MY-Abydos,625.01572
218,03-10-2021 08:54,MY-StaySalty,573.034763
219,03-10-2021 09:15,MY-StaySalty,207.085054
220,03-10-2021 09:23,MY-Abydos,190.395303
221,03-10-2021 10:07,MY-FountainHead1,340.673489
222,03-10-2021 11:12,Marjorie-c,423.647599
223,03-10-2021 11:16,MY-FountainHead1,545.678546
224,03-10-2021 11:33,Marjorie-c,738.881176
225,03-10-2021 11:38,MY-Abydos,557.282808
226,03-10-2021 12:18,MY-StaySalty,358.301756
227,03-10-2021 12:19,Marjorie-c,352.11467999999996
228,03-10-2021 13:29,MY-StaySalty,400.935988
229,03-10-2021 13:51,MY-StaySalty,579.320694
230,03-10-2021 14:02,MY-FountainHead1,466.92404500000004
231,03-10-2021 14:06,MY-Namaste,335.500162
232,03-10-2021 14:06,MY-Namaste,376.474089
233,03-10-2021 14:28,MY-Namaste,533.9946679999999
234,03-10-2021 14:45,MY-StaySalty,385.77237
235,03-10-2021 14:50,MY-Alegria,464.72233099999994
236,03-10-2021 14:55,MY-Alegria,776.998633
237,03-10-2021 15:21,MY-FountainHead1,452.91992
238,03-10-2021 15:25,MY-Alegria,275.392501
239,03-10-2021 15:30,MY-Abydos,625.200557
240,03-10-2021 15:48,MY-Namaste,521.707868
241,03-10-2021 15:53,Marjorie-c,369.91128
242,03-10-2021 16:03,MY-FountainHead1,337.293377
243,03-10-2021 16:24,MY-StaySalty,535.6519549999999
244,03-10-2021 16:40,MY-StaySalty,481.43548499999997
245,03-10-2021 16:43,MY-Abydos,599.307763
246,03-10-2021 17:11,MY-StaySalty,656.42929
247,03-10-2021 17:29,MY-Namaste,740.744096
248,03-10-2021 17:29,MY-StaySalty,554.228434
249,03-10-2021 17:29,MY-StaySalty,539.527616
250,03-10-2021 17:43,MY-FountainHead1,482.496555
251,03-10-2021 17:47,MY-FountainHead1,404.373422
252,03-10-2021 17:53,MY-StaySalty,731.7529059999999
253,03-10-2021 18:04,MY-Abydos,491.305192
254,03-10-2021 18:26,MY-StaySalty,314.540031
255,03-10-2021 18:32,MY-Namaste,525.99545
256,03-10-2021 18:34,MY-FountainHead1,669.255161
257,03-10-2021 18:44,MY-Alegria,638.774645
258,03-10-2021 18:57,MY-Abydos,558.24691
259,03-10-2021 18:58,MY-Alegria,615.484059
260,03-10-2021 19:12,MY-Abydos,495.74849900000004
261,03-10-2021 19:19,Marjorie-c,633.430205
262,03-10-2021 19:24,MY-Namaste,882.587103
263,03-10-2021 20:15,MY-Namaste,629.464263
264,03-10-2021 20:20,MY-FountainHead1,509.699945
265,03-10-2021 20:21,MY-FountainHead1,435.745729
266,03-10-2021 20:42,MY-Namaste,567.881539
267,03-10-2021 21:45,Marjorie-c,851.5787310000001
268,03-10-2021 22:03,MY-StaySalty,609.951536
269,03-10-2021 22:14,MY-Abydos,611.718951
270,03-10-2021 22:15,Marjorie-c,370.659168
271,03-10-2021 22:16,MY-Alegria,467.583042
272,03-10-2021 23:18,MY-FountainHead1,859.546589
273,03-10-2021 23:24,Marjorie-c,442.203599
274,03-10-2021 23:30,MY-FountainHead1,328.787961
275,03-10-2021 23:45,MY-StaySalty,616.718099
276,04-10-2021 00:03,Marjorie-c,506.688721
277,04-10-2021 00:08,MY-Alegria,349.582079
278,04-10-2021 00:12,MY-Namaste,620.618566
279,04-10-2021 00:15,MY-FountainHead1,727.1529099999999
280,04-10-2021 00:17,MY-StaySalty,447.692128
281,04-10-2021 00:28,MY-StaySalty,570.8332320000001
282,04-10-2021 00:37,MY-StaySalty,367.158969
283,04-10-2021 00:43,MY-FountainHead1,725.873972
284,04-10-2021 00:47,Marjorie-c,511.340638
285,04-10-2021 00:55,MY-Namaste,410.614583
286,04-10-2021 01:28,MY-Alegria,1091.562634
287,04-10-2021 01:39,MY-Namaste,442.521859
288,04-10-2021 01:44,Marjorie-c,629.5417110000001
289,04-10-2021 02:19,MY-Abydos,727.6163889999999
290,04-10-2021 02:27,Marjorie-c,499.0766
291,04-10-2021 02:38,MY-Namaste,658.145716
292,04-10-2021 02:43,MY-StaySalty,538.32065
293,04-10-2021 02:48,MY-Alegria,353.987011
294,04-10-2021 03:10,MY-Alegria,747.4379150000001
295,04-10-2021 03:58,MY-Alegria,179.753732
296,04-10-2021 04:09,MY-Alegria,476.71709000000004
297,04-10-2021 04:17,MY-StaySalty,560.824931
298,04-10-2021 04:22,MY-Namaste,724.3879900000001
299,04-10-2021 04:22,MY-Alegria,817.887306
300,04-10-2021 04:22,MY-FountainHead1,414.689846
301,04-10-2021 04:59,MY-FountainHead1,647.9162759999999
302,04-10-2021 05:02,MY-Alegria,654.5372269999999
303,04-10-2021 05:03,Marjorie-c,609.707217
304,04-10-2021 05:38,MY-FountainHead1,442.974906
305,04-10-2021 05:53,MY-FountainHead1,565.385513
306,04-10-2021 07:15,MY-StaySalty,662.379938
307,04-10-2021 07:25,MY-FountainHead1,336.709203
308,04-10-2021 08:08,MY-Alegria,267.256709
309,04-10-2021 08:40,MY-Alegria,606.7117440000001
310,04-10-2021 08:52,MY-Namaste,268.026585
311,04-10-2021 09:27,MY-Alegria,523.7883360000001
312,04-10-2021 09:47,Marjorie-c,507.20482000000004
313,04-10-2021 09:59,MY-StaySalty,600.109286
314,04-10-2021 10:10,MY-StaySalty,206.022353
315,04-10-2021 10:11,MY-FountainHead1,637.43382
316,04-10-2021 10:55,MY-Alegria,335.915869
317,04-10-2021 11:07,MY-FountainHead1,436.72781399999997
318,04-10-2021 11:30,MY-StaySalty,674.257884
319,04-10-2021 11:30,MY-Namaste,437.75509000000005
320,04-10-2021 11:32,MY-Abydos,786.77778
321,04-10-2021 11:43,Marjorie-c,382.41278700000004
322,04-10-2021 12:03,MY-Abydos,479.762233
323,04-10-2021 12:10,MY-FountainHead1,498.27810199999993
324,04-10-2021 12:47,MY-StaySalty,387.71610499999997
325,04-10-2021 12:49,Marjorie-c,253.847631
326,04-10-2021 12:56,MY-Alegria,144.468536
327,04-10-2021 13:04,MY-Alegria,600.316076
328,04-10-2021 13:10,MY-Namaste,681.491609
329,04-10-2021 13:12,MY-StaySalty,249.795139
330,04-10-2021 13:22,MY-FountainHead1,384.48558199999997
331,04-10-2021 13:29,MY-StaySalty,782.942483
332,04-10-2021 13:38,Marjorie-c,296.18871
333,04-10-2021 13:42,MY-FountainHead1,574.627343
334,04-10-2021 14:00,Marjorie-c,494.543097
335,04-10-2021 14:04,MY-StaySalty,561.590617
336,04-10-2021 14:30,Marjorie-c,276.204576
337,04-10-2021 14:35,Marjorie-c,496.70468700000004
338,04-10-2021 14:49,Marjorie-c,220.64117799999997
339,04-10-2021 15:08,Marjorie-c,498.763079
340,04-10-2021 15:14,MY-Abydos,257.971336
341,04-10-2021 15:28,MY-StaySalty,607.03703
342,04-10-2021 15:41,MY-Alegria,400.699059
343,04-10-2021 15:57,MY-FountainHead1,532.893426
344,04-10-2021 16:01,Marjorie-c,270.358441
345,04-10-2021 16:24,Marjorie-c,446.278176
346,04-10-2021 16:40,MY-FountainHead1,535.6464
347,04-10-2021 16:50,MY-Alegria,427.5844230000001
348,04-10-2021 16:58,MY-StaySalty,515.801634
349,04-10-2021 17:55,MY-Abydos,275.61827400000004
350,04-10-2021 18:02,MY-FountainHead1,661.253273
351,04-10-2021 18:03,Marjorie-c,527.403416
352,04-10-2021 18:05,MY-Abydos,574.012191
353,04-10-2021 18:28,MY-Alegria,421.110234
354,04-10-2021 18:43,Marjorie-c,640.086774
355,04-10-2021 19:15,MY-FountainHead1,636.8633679999999
356,04-10-2021 19:41,MY-Abydos,254.266081
357,04-10-2021 20:06,MY-Namaste,382.59209500000003
358,04-10-2021 20:10,MY-FountainHead1,515.7017549999999
359,04-10-2021 20:38,MY-FountainHead1,366.38541299999997
360,04-10-2021 20:44,MY-StaySalty,563.3812690000001
361,04-10-2021 21:35,MY-Namaste,875.6527050000001
362,04-10-2021 21:47,MY-Alegria,504.675026
363,04-10-2021 22:06,Marjorie-c,476.47488300000003
364,04-10-2021 22:22,MY-Namaste,441.02090999999996
365,04-10-2021 23:07,MY-Namaste,555.952723
366,04-10-2021 23:57,MY-Alegria,750.320328
367,05-10-2021 00:53,MY-StaySalty,537.970507
368,05-10-2021 01:04,MY-Alegria,199.142338
369,05-10-2021 01:25,MY-FountainHead1,677.586656
370,05-10-2021 02:06,MY-Abydos,747.569227
371,05-10-2021 02:08,Marjorie-c,723.186389
372,05-10-2021 02:13,Marjorie-c,726.989004
373,05-10-2021 02:25,MY-Namaste,335.170277
374,05-10-2021 03:04,Marjorie-c,467.51095300000003
375,05-10-2021 03:15,MY-StaySalty,275.811752
376,05-10-2021 03:21,MY-Abydos,352.36406800000003
377,05-10-2021 03:48,MY-Alegria,470.14454299999994
378,05-10-2021 04:18,MY-Alegria,315.90803999999997
379,05-10-2021 04:25,MY-Alegria,752.900394
380,05-10-2021 04:30,MY-Namaste,655.522643
381,05-10-2021 04:32,MY-StaySalty,444.01196100000004
382,05-10-2021 05:00,MY-Alegria,553.563035
383,05-10-2021 05:10,MY-StaySalty,414.319099
384,05-10-2021 05:28,MY-FountainHead1,365.68456000000003
385,05-10-2021 05:31,MY-Alegria,600.694116
386,05-10-2021 05:34,MY-Namaste,666.337663
387,05-10-2021 05:37,MY-Abydos,772.2585230000001
388,05-10-2021 05:57,MY-FountainHead1,641.767483
389,05-10-2021 05:59,Marjorie-c,518.517978
390,05-10-2021 06:03,MY-Namaste,549.512091
391,05-10-2021 06:04,MY-Abydos,197.626772
392,05-10-2021 06:25,MY-FountainHead1,602.5432089999999
393,05-10-2021 06:40,Marjorie-c,580.721464
394,05-10-2021 06:48,MY-FountainHead1,431.81737000000004
395,05-10-2021 07:02,Marjorie-c,437.100294
396,05-10-2021 07:47,MY-FountainHead1,418.958323
397,05-10-2021 07:47,MY-FountainHead1,372.55085
398,05-10-2021 08:13,MY-Namaste,401.873618
399,05-10-2021 08:38,MY-StaySalty,522.2893230000001
400,05-10-2021 08:40,Marjorie-c,120.09078400000001
401,05-10-2021 09:08,MY-Abydos,521.013859
402,05-10-2021 09:26,Marjorie-c,449.76744400000007
403,05-10-2021 09:36,MY-Abydos,669.403583
404,05-10-2021 10:07,MY-StaySalty,221.911819
405,05-10-2021 10:09,MY-StaySalty,673.298514
406,05-10-2021 10:47,MY-Abydos,403.00169500000004
407,05-10-2021 11:32,MY-Abydos,336.627781
408,05-10-2021 11:56,MY-FountainHead1,83.823165
409,05-10-2021 12:09,Marjorie-c,632.94905
410,05-10-2021 12:16,MY-FountainHead1,477.19445
411,05-10-2021 12:16,MY-StaySalty,592.5165440000001
412,05-10-2021 12:48,MY-FountainHead1,665.653661
413,05-10-2021 12:54,MY-StaySalty,221.876348
414,05-10-2021 13:02,Marjorie-c,607.169192
415,05-10-2021 13:16,MY-Abydos,561.192034
416,05-10-2021 13:18,MY-Namaste,775.151126
417,05-10-2021 13:31,MY-Alegria,473.476316
418,05-10-2021 13:46,MY-Alegria,452.31507999999997
419,05-10-2021 13:54,MY-Namaste,313.857119
420,05-10-2021 13:57,Marjorie-c,355.69762000000003
421,05-10-2021 14:36,Marjorie-c,573.425565
422,05-10-2021 14:49,MY-StaySalty,502.847445
423,05-10-2021 15:15,MY-Abydos,651.248295
424,05-10-2021 15:41,MY-Abydos,429.421012
425,05-10-2021 15:54,MY-Abydos,541.303744
426,05-10-2021 16:11,MY-Alegria,106.47853300000001
427,05-10-2021 16:12,MY-Alegria,567.331046
428,05-10-2021 16:22,MY-Alegria,616.518175
429,05-10-2021 16:24,MY-StaySalty,409.464197
430,05-10-2021 16:35,Marjorie-c,583.4150950000001
431,05-10-2021 16:37,MY-StaySalty,254.602242
432,05-10-2021 16:51,MY-Abydos,199.893705
433,05-10-2021 17:23,Marjorie-c,81.394164
434,05-10-2021 18:28,MY-Alegria,719.5001070000001
435,05-10-2021 18:44,MY-Namaste,713.399333
436,05-10-2021 18:46,MY-Namaste,909.949901
437,05-10-2021 19:12,MY-Alegria,340.781266
438,05-10-2021 19:22,Marjorie-c,671.4338339999999
439,05-10-2021 19:26,MY-Abydos,580.212359
440,05-10-2021 19:57,MY-Alegria,520.524973
441,05-10-2021 20:09,MY-Namaste,580.804649
442,05-10-2021 20:32,MY-Namaste,591.602581
443,05-10-2021 20:38,MY-Alegria,750.982862
444,05-10-2021 20:58,MY-Abydos,455.45968
445,05-10-2021 21:05,Marjorie-c,480.49908200000004
446,05-10-2021 21:24,MY-Alegria,760.633704
447,05-10-2021 21:34,MY-Abydos,644.616523
448,05-10-2021 22:05,Marjorie-c,495.16378499999996
449,05-10-2021 22:32,MY-Alegria,738.2811389999999
450,05-10-2021 22:35,MY-FountainHead1,711.381208
451,05-10-2021 22:35,Marjorie-c,725.274982
452,05-10-2021 23:02,Marjorie-c,523.555302
453,05-10-2021 23:07,MY-Alegria,755.3102769999999
454,05-10-2021 23:13,MY-FountainHead1,353.026667
455,05-10-2021 23:24,MY-Alegria,453.57570300000003
456,05-10-2021 23:47,Marjorie-c,607.109747
457,05-10-2021 23:50,MY-FountainHead1,662.614322
458,06-10-2021 00:27,MY-StaySalty,449.129766
459,06-10-2021 00:50,Marjorie-c,616.552447
460,06-10-2021 00:59,MY-Namaste,675.052908
461,06-10-2021 01:03,MY-StaySalty,664.491095
462,06-10-2021 01:36,MY-FountainHead1,592.528962
463,06-10-2021 01:40,MY-StaySalty,816.2130490000001
464,06-10-2021 01:43,MY-Alegria,681.6996059999999
465,06-10-2021 02:29,MY-Alegria,353.981052
466,06-10-2021 02:47,Marjorie-c,788.842245
467,06-10-2021 02:55,MY-FountainHead1,407.034945
468,06-10-2021 03:17,Marjorie-c,584.243252
469,06-10-2021 03:36,MY-Alegria,438.06731900000005
470,06-10-2021 03:38,MY-FountainHead1,347.053201
471,06-10-2021 04:00,MY-StaySalty,367.142494
472,06-10-2021 05:00,MY-FountainHead1,525.274186
473,06-10-2021 05:14,MY-Abydos,429.34374699999995
474,06-10-2021 05:33,MY-FountainHead1,263.83801
475,06-10-2021 05:40,Marjorie-c,994.4238650000001
476,06-10-2021 06:00,MY-Alegria,622.058952
477,06-10-2021 06:35,MY-Abydos,273.813218
478,06-10-2021 06:43,MY-Alegria,483.248799
479,06-10-2021 08:22,MY-StaySalty,281.984237
480,06-10-2021 08:49,MY-Abydos,543.9727849999999
481,06-10-2021 08:53,MY-StaySalty,491.916938
482,06-10-2021 09:22,MY-Namaste,442.31889299999995
483,06-10-2021 09:29,Marjorie-c,641.96329
484,06-10-2021 10:12,MY-StaySalty,284.99798599999997
485,06-10-2021 10:25,MY-Namaste,581.134322
486,06-10-2021 10:55,MY-StaySalty,-35.682743
487,06-10-2021 11:00,MY-Abydos,338.75372999999996
488,06-10-2021 11:05,Marjorie-c,609.148982
489,06-10-2021 11:05,MY-Namaste,444.206412
490,06-10-2021 11:10,MY-StaySalty,840.8169849999999
491,06-10-2021 11:15,MY-Abydos,476.59650999999997
492,06-10-2021 11:36,MY-FountainHead1,417.32268799999997
493,06-10-2021 11:37,MY-Namaste,345.625228
494,06-10-2021 11:52,MY-StaySalty,466.977554
495,06-10-2021 12:00,MY-FountainHead1,369.98479100000003
496,06-10-2021 12:11,MY-Namaste,531.216492
497,06-10-2021 12:28,MY-FountainHead1,638.181703
498,06-10-2021 12:53,MY-StaySalty,126.869359
499,06-10-2021 13:02,MY-Namaste,536.195338
500,06-10-2021 13:16,MY-FountainHead1,377.83277200000003
501,06-10-2021 13:59,MY-Abydos,408.187287
502,06-10-2021 14:38,MY-Abydos,721.775726
503,06-10-2021 14:45,MY-Namaste,497.040146
504,06-10-2021 15:01,MY-StaySalty,358.95980499999996
505,06-10-2021 15:14,MY-Abydos,369.56899599999997
506,06-10-2021 15:30,MY-Namaste,435.183655
507,06-10-2021 15:42,MY-Alegria,390.907982
508,06-10-2021 15:45,Marjorie-c,473.897108
509,06-10-2021 15:51,MY-Alegria,649.142484
510,06-10-2021 15:52,MY-Abydos,798.145699
